Date,Open,High,Low,Close,Adj Close,Volume
2021-08-02,146.360001,146.949997,145.250000,145.520004,143.268677,62880000
2021-08-03,145.809998,148.039993,145.179993,147.360001,145.080261,64786600
2021-08-04,147.270004,147.789993,146.279999,146.949997,144.676559,56368300
2021-08-05,146.979996,147.839996,146.169998,147.059998,144.784866,46397700
2021-08-06,146.350006,147.110001,145.630005,146.139999,144.094650,54126800
2021-08-09,146.199997,146.699997,145.520004,146.089996,144.045364,48908700
2021-08-10,146.440002,147.710007,145.300003,145.600006,143.562241,69023100
2021-08-11,146.050003,146.720001,145.529999,145.860001,143.818604,48493500
2021-08-12,146.190002,149.050003,145.839996,148.889999,146.806198,72282600
2021-08-13,148.970001,149.440002,148.270004,149.100006,147.013260,59375000
2021-08-16,148.539993,151.190002,146.470001,151.119995,149.004974,103296000
2021-08-17,150.229996,151.679993,149.089996,150.190002,148.087982,92229700
2021-08-18,149.800003,150.720001,146.149994,146.360001,144.311600,86326000
2021-08-19,145.029999,148.000000,144.500000,146.699997,144.646835,86960300
2021-08-20,147.440002,148.500000,146.779999,148.190002,146.115967,60549600
2021-08-23,148.309998,150.190002,147.889999,149.710007,147.614731,60131800
2021-08-24,149.449997,150.860001,149.149994,149.619995,147.525940,48606400
2021-08-25,149.809998,150.320007,147.800003,148.360001,146.283600,58991300
2021-08-26,148.350006,149.119995,147.509995,147.539993,145.475067,48597200
2021-08-27,147.479996,148.750000,146.830002,148.600006,146.520248,55802400
2021-08-30,149.000000,153.490005,148.610001,153.119995,150.976944,90956700
2021-08-31,152.660004,152.800003,151.289993,151.830002,149.705032,86453100
2021-09-01,152.830002,154.979996,152.339996,152.509995,150.375504,80313700
2021-09-02,153.869995,154.720001,152.399994,153.649994,151.499573,71115500
2021-09-03,153.759995,154.630005,153.089996,154.300003,152.140457,57808700
2021-09-07,154.970001,157.259995,154.389999,156.690002,154.497055,82278300
2021-09-08,156.979996,157.039993,153.979996,155.110001,152.939102,74420200
2021-09-09,155.490005,156.110001,153.949997,154.070007,151.913681,57305700
2021-09-10,155.000000,155.479996,148.699997,148.970001,146.885056,140893200
2021-09-13,150.630005,151.419998,148.750000,149.550003,147.456940,102404300
2021-09-14,150.350006,151.070007,146.910004,148.119995,146.046967,109296300
2021-09-15,148.559998,149.440002,146.369995,149.029999,146.944214,83281300
2021-09-16,148.440002,148.970001,147.220001,148.789993,146.707565,68034100
2021-09-17,148.820007,148.820007,145.759995,146.059998,144.015793,129868800
2021-09-20,143.800003,144.839996,141.270004,142.940002,140.939468,123478900
2021-09-21,143.929993,144.600006,142.779999,143.429993,141.422577,75834000
2021-09-22,144.449997,146.429993,143.699997,145.850006,143.808746,76404300
2021-09-23,146.649994,147.080002,145.639999,146.830002,144.775024,64838200
2021-09-24,145.660004,147.470001,145.559998,146.919998,144.863739,53477900
2021-09-27,145.470001,145.960007,143.820007,145.369995,143.335449,74150700
2021-09-28,143.250000,144.750000,141.690002,141.910004,139.923889,108972300
2021-09-29,142.470001,144.449997,142.029999,142.830002,140.831009,74602000
2021-09-30,143.660004,144.380005,141.279999,141.500000,139.519608,89056700
2021-10-01,141.899994,142.919998,139.110001,142.649994,140.653503,94639600
2021-10-04,141.759995,142.210007,138.270004,139.139999,137.192627,98322000
2021-10-05,139.490005,142.240005,139.360001,141.110001,139.135101,80861100
2021-10-06,139.470001,142.149994,138.369995,142.000000,140.012619,83221100
2021-10-07,143.059998,144.220001,142.720001,143.289993,141.284561,61732700
2021-10-08,144.029999,144.179993,142.559998,142.899994,140.899979,58773200
2021-10-11,142.270004,144.809998,141.809998,142.809998,140.811295,64452200
2021-10-12,143.229996,143.250000,141.039993,141.509995,139.529480,73035900
2021-10-13,141.240005,141.399994,139.199997,140.910004,138.937881,78762700
2021-10-14,142.110001,143.880005,141.509995,143.759995,141.747971,69907100
2021-10-15,143.770004,144.899994,143.509995,144.839996,142.812881,67940300
2021-10-18,143.449997,146.839996,143.160004,146.550003,144.498917,85589200
2021-10-19,147.009995,149.169998,146.550003,148.759995,146.677994,76378900
2021-10-20,148.699997,149.750000,148.119995,149.259995,147.171005,58418800
2021-10-21,148.809998,149.639999,147.869995,149.479996,147.387924,61421000
2021-10-22,149.690002,150.179993,148.639999,148.690002,146.609009,58883400
2021-10-25,148.679993,149.369995,147.619995,148.639999,146.559677,50720600
2021-10-26,149.330002,150.839996,149.009995,149.320007,147.230164,60893400
2021-10-27,149.360001,149.729996,148.490005,148.850006,146.766739,56094900
2021-10-28,149.820007,153.169998,149.720001,152.570007,150.434692,100077900
2021-10-29,147.220001,149.940002,146.410004,149.800003,147.703445,124953200
2021-11-01,148.990005,149.699997,147.800003,148.960007,146.875183,74588300
2021-11-02,148.660004,151.570007,148.649994,150.020004,147.920364,69122000
2021-11-03,150.389999,151.970001,149.820007,151.490005,149.369797,54511500
2021-11-04,151.580002,152.429993,150.639999,150.960007,148.847198,60394600
2021-11-05,151.889999,152.199997,150.059998,151.279999,149.380432,65463900
2021-11-08,151.410004,151.570007,150.160004,150.440002,148.550980,55020900
2021-11-09,150.199997,151.429993,150.059998,150.809998,148.916351,56787900
2021-11-10,150.020004,150.130005,147.850006,147.919998,146.062622,65187100
2021-11-11,148.960007,149.429993,147.679993,147.869995,146.013229,41000000
2021-11-12,148.429993,150.399994,147.479996,149.990005,148.106613,63804000
2021-11-15,150.369995,151.880005,149.429993,150.000000,148.116501,59222800
2021-11-16,149.940002,151.490005,149.339996,151.000000,149.103958,59256200
2021-11-17,151.000000,155.000000,150.990005,153.490005,151.562668,88807000
2021-11-18,153.710007,158.669998,153.050003,157.869995,155.887665,137827700
2021-11-19,157.649994,161.020004,156.529999,160.550003,158.534042,117305600
2021-11-22,161.679993,165.699997,161.000000,161.020004,158.998138,117467900
2021-11-23,161.119995,161.800003,159.059998,161.410004,159.383240,96041900
2021-11-24,160.750000,162.139999,159.639999,161.940002,159.906586,69463600
2021-11-26,159.570007,160.449997,156.360001,156.809998,154.840973,76959800
2021-11-29,159.369995,161.190002,158.789993,160.240005,158.227921,88748200
2021-11-30,159.990005,165.520004,159.919998,165.300003,163.224396,174048100
2021-12-01,167.479996,170.300003,164.529999,164.770004,162.701050,152052500
2021-12-02,158.740005,164.199997,157.800003,163.759995,161.703735,136739200
2021-12-03,164.020004,164.960007,159.720001,161.839996,159.807816,118023100
2021-12-06,164.289993,167.880005,164.279999,165.320007,163.244141,107497000
2021-12-07,169.080002,171.580002,168.339996,171.179993,169.030548,120405400
2021-12-08,172.130005,175.960007,170.699997,175.080002,172.881577,116998900
2021-12-09,174.910004,176.750000,173.919998,174.559998,172.368118,108923700
2021-12-10,175.210007,179.630005,174.690002,179.449997,177.196716,115402700
2021-12-13,181.119995,182.130005,175.529999,175.740005,173.533310,153237000
2021-12-14,175.250000,177.740005,172.210007,174.330002,172.140991,139380400
2021-12-15,175.110001,179.500000,172.309998,179.300003,177.048584,131063300
2021-12-16,179.279999,181.139999,170.750000,172.259995,170.096954,150185800
2021-12-17,169.929993,173.470001,169.690002,171.139999,168.991043,195432700
2021-12-20,168.279999,170.580002,167.460007,169.750000,167.618500,107499100
2021-12-21,171.559998,173.199997,169.119995,172.990005,170.817825,91185900
2021-12-22,173.039993,175.860001,172.149994,175.639999,173.434555,92135300
2021-12-23,175.850006,176.850006,175.270004,176.279999,174.066498,68356600
2021-12-27,177.089996,180.419998,177.070007,180.330002,178.065659,74919600
2021-12-28,180.160004,181.330002,178.529999,179.289993,177.038712,79144300
2021-12-29,179.330002,180.630005,178.139999,179.380005,177.127594,62348900
2021-12-30,179.470001,180.570007,178.089996,178.199997,175.962418,59773000
2021-12-31,178.089996,179.229996,177.259995,177.570007,175.340317,64062300
2022-01-03,177.830002,182.880005,177.710007,182.009995,179.724533,104487900
2022-01-04,182.630005,182.940002,179.119995,179.699997,177.443573,99310400
2022-01-05,179.610001,180.169998,174.639999,174.919998,172.723587,94537600
2022-01-06,172.699997,175.300003,171.639999,172.000000,169.840225,96904000
2022-01-07,172.889999,174.139999,171.029999,172.169998,170.008118,86709100
2022-01-10,169.080002,172.500000,168.169998,172.190002,170.027863,106765600
2022-01-11,172.320007,175.179993,170.820007,175.080002,172.881577,76138300
2022-01-12,176.119995,177.179993,174.820007,175.529999,173.325912,74805200
2022-01-13,175.779999,176.619995,171.789993,172.190002,170.027863,84505800
2022-01-14,171.339996,173.779999,171.089996,173.070007,170.896851,80440800
2022-01-18,171.509995,172.539993,169.410004,169.800003,167.667892,90956700
2022-01-19,170.000000,171.080002,165.940002,166.229996,164.142700,94815000
2022-01-20,166.979996,169.679993,164.179993,164.509995,162.444275,91420500
2022-01-21,164.419998,166.330002,162.300003,162.410004,160.370682,122848900
2022-01-24,160.020004,162.300003,154.699997,161.619995,159.590561,162294600
2022-01-25,158.979996,162.759995,157.020004,159.779999,157.773682,115798400
2022-01-26,163.500000,164.389999,157.820007,159.690002,157.684814,108275300
2022-01-27,162.449997,163.839996,158.279999,159.220001,157.220749,121954600
2022-01-28,165.710007,170.350006,162.800003,170.330002,168.191223,179935700
2022-01-31,170.160004,175.000000,169.509995,174.779999,172.585342,115541600
2022-02-01,174.009995,174.839996,172.309998,174.610001,172.417465,86213900
2022-02-02,174.750000,175.880005,173.330002,175.839996,173.632034,84914300
2022-02-03,174.479996,176.240005,172.119995,172.899994,170.728943,89418100
2022-02-04,171.679993,174.100006,170.679993,172.389999,170.442230,82465400
2022-02-07,172.860001,173.949997,170.949997,171.660004,169.720474,77251200
2022-02-08,171.729996,175.350006,171.429993,174.830002,172.854660,74829200
2022-02-09,176.050003,176.649994,174.899994,176.279999,174.288284,71285000
2022-02-10,174.139999,175.479996,171.550003,172.119995,170.175278,90865900
2022-02-11,172.330002,173.080002,168.039993,168.639999,166.734619,98670700
2022-02-14,167.369995,169.580002,166.559998,168.880005,166.971893,86185500
2022-02-15,170.970001,172.949997,170.250000,172.789993,170.837723,62527400
2022-02-16,171.850006,173.339996,170.050003,172.550003,170.600433,61177400
2022-02-17,171.029999,171.910004,168.470001,168.880005,166.971893,69589300
2022-02-18,169.820007,170.539993,166.190002,167.300003,165.409729,82772700
2022-02-22,164.979996,166.690002,162.149994,164.320007,162.463440,91162800
2022-02-23,165.539993,166.149994,159.750000,160.070007,158.261444,90009200
2022-02-24,152.580002,162.850006,152.000000,162.740005,160.901276,141147500
2022-02-25,163.839996,165.119995,160.869995,164.850006,162.987442,91974200
2022-02-28,163.059998,165.419998,162.429993,165.119995,163.254379,95056600
2022-03-01,164.699997,166.600006,161.970001,163.199997,161.356079,83474400
2022-03-02,164.389999,167.360001,162.949997,166.559998,164.678101,79724800
2022-03-03,168.470001,168.910004,165.550003,166.229996,164.351837,76678400
2022-03-04,164.490005,165.550003,162.100006,163.169998,161.326401,83737200
2022-03-07,163.360001,165.020004,159.039993,159.300003,157.500137,96418800
2022-03-08,158.820007,162.880005,155.800003,157.440002,155.661148,131148300
2022-03-09,161.479996,163.410004,159.410004,162.949997,161.108887,91454900
2022-03-10,160.199997,160.389999,155.979996,158.520004,156.728943,105342000
2022-03-11,158.929993,159.279999,154.500000,154.729996,152.981766,96970100
2022-03-14,151.449997,154.119995,150.100006,150.619995,148.918228,108732100
2022-03-15,150.899994,155.570007,150.380005,155.089996,153.337708,92964300
2022-03-16,157.050003,160.000000,154.460007,159.589996,157.786850,102300200
2022-03-17,158.610001,161.000000,157.630005,160.619995,158.805191,75615400
2022-03-18,160.509995,164.479996,159.759995,163.979996,162.127258,123511700
2022-03-21,163.509995,166.350006,163.009995,165.380005,163.511429,95811400
2022-03-22,165.509995,169.419998,164.910004,168.820007,166.912582,81532000
2022-03-23,167.990005,172.639999,167.649994,170.210007,168.286865,98062700
2022-03-24,171.059998,174.139999,170.210007,174.070007,172.103287,90131400
2022-03-25,173.880005,175.279999,172.750000,174.720001,172.745911,80546200
2022-03-28,172.169998,175.729996,172.000000,175.600006,173.615967,90371900
2022-03-29,176.690002,179.009995,176.339996,178.960007,176.938004,100589400
2022-03-30,178.550003,179.610001,176.699997,177.770004,175.761444,92633200
2022-03-31,177.839996,178.029999,174.399994,174.610001,172.637146,103049300
2022-04-01,174.029999,174.880005,171.940002,174.309998,172.340546,78751300
2022-04-04,174.570007,178.490005,174.440002,178.440002,176.423889,76468400
2022-04-05,177.500000,178.300003,174.419998,175.059998,173.082062,73401800
2022-04-06,172.360001,173.630005,170.130005,171.830002,169.888565,89058800
2022-04-07,171.160004,173.360001,169.850006,172.139999,170.195053,77594700
2022-04-08,171.779999,171.779999,169.199997,170.089996,168.168213,76575500
2022-04-11,168.710007,169.029999,165.500000,165.750000,163.877258,72246700
2022-04-12,168.020004,169.869995,166.639999,167.660004,165.765701,79265200
2022-04-13,167.389999,171.039993,166.770004,170.399994,168.474686,70618900
2022-04-14,170.619995,171.270004,165.039993,165.289993,163.422455,75329400
2022-04-18,163.919998,166.600006,163.570007,165.070007,163.204971,69023900
2022-04-19,165.020004,167.820007,163.910004,167.399994,165.508606,67723800
2022-04-20,168.759995,168.880005,166.100006,167.229996,165.340530,67929800
2022-04-21,168.910004,171.529999,165.910004,166.419998,164.539658,87227800
2022-04-22,166.460007,167.869995,161.500000,161.789993,159.961990,84882400
2022-04-25,161.119995,163.169998,158.460007,162.880005,161.039703,96046400
2022-04-26,162.250000,162.339996,156.720001,156.800003,155.028381,95623200
2022-04-27,155.910004,159.789993,155.380005,156.570007,154.800980,88063200
2022-04-28,159.250000,164.520004,158.929993,163.639999,161.791092,130216800
2022-04-29,161.839996,166.199997,157.250000,157.649994,155.868759,131747600
2022-05-02,156.710007,158.229996,153.270004,157.960007,156.175278,123055300
2022-05-03,158.149994,160.710007,156.320007,159.479996,157.678116,88966500
2022-05-04,159.669998,166.479996,159.259995,166.020004,164.144226,108256500
2022-05-05,163.850006,164.080002,154.949997,156.770004,154.998718,130525300
2022-05-06,156.009995,159.440002,154.179993,157.279999,155.731445,116124600
2022-05-09,154.929993,155.830002,151.490005,152.059998,150.562836,131577900
2022-05-10,155.520004,156.740005,152.929993,154.509995,152.988693,115366700
2022-05-11,153.500000,155.449997,145.809998,146.500000,145.057556,142689800
2022-05-12,142.770004,146.199997,138.800003,142.559998,141.156372,182602000
2022-05-13,144.589996,148.100006,143.110001,147.110001,145.661560,113990900
2022-05-16,145.550003,147.520004,144.179993,145.539993,144.107010,86643800
2022-05-17,148.860001,149.770004,146.679993,149.240005,147.770599,78336300
2022-05-18,146.850006,147.360001,139.899994,140.820007,139.433502,109742900
2022-05-19,139.880005,141.660004,136.600006,137.350006,135.997650,136095600
2022-05-20,139.089996,140.699997,132.610001,137.589996,136.235275,137426100
2022-05-23,137.789993,143.259995,137.649994,143.110001,141.700943,117726300
2022-05-24,140.809998,141.970001,137.330002,140.360001,138.978027,104132700
2022-05-25,138.429993,141.789993,138.339996,140.520004,139.136475,92482700
2022-05-26,137.389999,144.339996,137.139999,143.779999,142.364365,90601500
2022-05-27,145.389999,149.679993,145.259995,149.639999,148.166626,90978500
2022-05-31,149.070007,150.660004,146.839996,148.839996,147.374527,103718400
2022-06-01,149.899994,151.740005,147.679993,148.710007,147.245804,74286600
2022-06-02,147.830002,151.270004,146.860001,151.210007,149.721222,72348100
2022-06-03,146.899994,147.970001,144.460007,145.380005,143.948593,88570300
2022-06-06,147.029999,148.570007,144.899994,146.139999,144.701111,71598400
2022-06-07,144.350006,149.000000,144.100006,148.710007,147.245804,67808200
2022-06-08,148.580002,149.869995,147.460007,147.960007,146.503189,53950200
2022-06-09,147.080002,147.949997,142.529999,142.639999,141.235580,69473000
2022-06-10,140.279999,140.759995,137.059998,137.130005,135.779816,91437900
2022-06-13,132.869995,135.199997,131.440002,131.880005,130.581512,122207100
2022-06-14,133.130005,133.889999,131.479996,132.759995,131.452850,84784300
2022-06-15,134.289993,137.339996,132.160004,135.429993,134.096542,91533000
2022-06-16,132.080002,132.389999,129.039993,130.059998,128.779434,108123900
2022-06-17,130.070007,133.080002,129.809998,131.559998,130.264664,134520300
2022-06-21,133.419998,137.059998,133.320007,135.869995,134.532227,81000500
2022-06-22,134.789993,137.759995,133.910004,135.350006,134.017349,73409200
2022-06-23,136.820007,138.589996,135.630005,138.270004,136.908585,72433800
2022-06-24,139.899994,141.910004,139.770004,141.660004,140.265213,89116800
2022-06-27,142.699997,143.490005,140.970001,141.660004,140.265213,70207900
2022-06-28,142.130005,143.419998,137.320007,137.440002,136.086777,67083400
2022-06-29,137.460007,140.669998,136.669998,139.229996,137.859146,66242400
2022-06-30,137.250000,138.369995,133.770004,136.720001,135.373871,98964500
2022-07-01,136.039993,139.039993,135.660004,138.929993,137.562103,71051600
2022-07-05,137.770004,141.610001,136.929993,141.559998,140.166214,73353800
2022-07-06,141.350006,144.119995,141.080002,142.919998,141.512817,74064300
2022-07-07,143.289993,146.550003,143.279999,146.350006,144.909042,66253700
2022-07-08,145.259995,147.550003,145.000000,147.039993,145.592270,64547800
2022-07-11,145.669998,146.639999,143.779999,144.869995,143.443604,63141600
2022-07-12,145.759995,148.449997,145.050003,145.860001,144.423874,77588800
2022-07-13,142.990005,146.449997,142.119995,145.490005,144.057510,71185600
2022-07-14,144.080002,148.949997,143.250000,148.470001,147.008148,78140700
2022-07-15,149.779999,150.860001,148.199997,150.169998,148.691422,76259900
2022-07-18,150.740005,151.570007,146.699997,147.070007,145.621964,81420900
2022-07-19,147.919998,151.229996,146.910004,151.000000,149.513275,82982400
2022-07-20,151.119995,153.720001,150.369995,153.039993,151.533173,64823400
2022-07-21,154.500000,155.570007,151.940002,155.350006,153.820435,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,152.572845,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,151.444061,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,150.107361,55138700
2022-07-27,152.580002,157.330002,152.160004,156.789993,155.246246,78620700
2022-07-28,156.979996,157.639999,154.410004,157.350006,155.800751,81378700
2022-07-29,161.240005,163.630005,159.500000,162.509995,160.909943,101786900
2022-08-01,161.009995,163.589996,160.889999,161.509995,159.919800,67829400
2022-08-02,160.100006,162.410004,159.630005,160.009995,158.434540,59907000
2022-08-03,160.839996,166.589996,160.750000,166.130005,164.494293,82507500
2022-08-04,166.009995,167.190002,164.429993,165.809998,164.177429,55474100
2022-08-05,163.210007,165.850006,163.000000,165.350006,163.949417,56697000
2022-08-08,166.369995,167.809998,164.199997,164.869995,163.473450,60276900
2022-08-09,164.020004,165.820007,163.250000,164.919998,163.523026,63135500
2022-08-10,167.679993,169.339996,166.899994,169.240005,167.806442,70170500
2022-08-11,170.059998,170.990005,168.190002,168.490005,167.062790,57149200
2022-08-12,169.820007,172.169998,169.399994,172.100006,170.642212,68039400
2022-08-15,171.520004,173.389999,171.350006,173.190002,171.722977,54091700
2022-08-16,172.779999,173.710007,171.660004,173.029999,171.564346,56377100
2022-08-17,172.770004,176.149994,172.570007,174.550003,173.071487,79542000
2022-08-18,173.750000,174.899994,173.119995,174.149994,172.674850,62290100
2022-08-19,173.029999,173.740005,171.309998,171.520004,170.067123,70346300
2022-08-22,169.690002,169.860001,167.139999,167.570007,166.150589,69026800
2022-08-23,167.080002,168.710007,166.649994,167.229996,165.813461,54147100
2022-08-24,167.320007,168.110001,166.250000,167.529999,166.110916,53841500
2022-08-25,168.779999,170.139999,168.350006,170.029999,168.589737,51218200
2022-08-26,170.570007,171.050003,163.559998,163.619995,162.234039,78961000
2022-08-29,161.149994,162.899994,159.820007,161.380005,160.013016,73314000
2022-08-30,162.130005,162.559998,157.720001,158.910004,157.563950,77906200
2022-08-31,160.309998,160.580002,157.139999,157.220001,155.888245,87991100
2022-09-01,156.639999,158.419998,154.669998,157.960007,156.621994,74229900
2022-09-02,159.750000,160.360001,154.970001,155.809998,154.490204,76957800
2022-09-06,156.470001,157.089996,153.690002,154.529999,153.221054,73714800
2022-09-07,154.820007,156.669998,153.610001,155.960007,154.638916,87449600
2022-09-08,154.639999,156.360001,152.679993,154.460007,153.151657,84923800
2022-09-09,155.470001,157.820007,154.750000,157.369995,156.036987,68028800
2022-09-12,159.589996,164.259995,159.300003,163.429993,162.045654,104956000
2022-09-13,159.899994,160.539993,153.369995,153.839996,152.536896,122656600
2022-09-14,154.789993,157.100006,153.610001,155.309998,153.994431,87965400
2022-09-15,154.649994,155.240005,151.380005,152.369995,151.079330,90481100
2022-09-16,151.210007,151.350006,148.369995,150.699997,149.423492,162278800
2022-09-19,149.309998,154.559998,149.100006,154.479996,153.171463,81474200
2022-09-20,153.399994,158.080002,153.080002,156.899994,155.570953,107689800
2022-09-21,157.339996,158.740005,153.600006,153.720001,152.417908,101696800
2022-09-22,152.380005,154.470001,150.910004,152.740005,151.446213,86652500
2022-09-23,151.190002,151.470001,148.559998,150.429993,149.155762,96029900
2022-09-26,149.660004,153.770004,149.639999,150.770004,149.492889,93339400
2022-09-27,152.740005,154.720001,149.949997,151.759995,150.474487,84442700
2022-09-28,147.639999,150.639999,144.839996,149.839996,148.570755,146691400
2022-09-29,146.100006,146.720001,140.679993,142.479996,141.273117,128138200
2022-09-30,141.279999,143.100006,138.000000,138.199997,137.029373,124925300
2022-10-03,138.210007,143.070007,137.690002,142.449997,141.243362,114311700
2022-10-04,145.029999,146.220001,144.259995,146.100006,144.862473,87830100
2022-10-05,144.070007,147.380005,143.009995,146.399994,145.159897,79471000
2022-10-06,145.809998,147.539993,145.220001,145.429993,144.198120,68402200
2022-10-07,142.539993,143.100006,139.449997,140.089996,138.903366,85925600
2022-10-10,140.419998,141.889999,138.570007,140.419998,139.230560,74899000
2022-10-11,139.899994,141.350006,138.220001,138.979996,137.802750,77033700
2022-10-12,139.130005,140.360001,138.160004,138.339996,137.168167,70433700
2022-10-13,134.990005,143.589996,134.369995,142.990005,141.778809,113224000
2022-10-14,144.309998,144.520004,138.190002,138.380005,137.207840,88598000
2022-10-17,141.070007,142.899994,140.270004,142.410004,141.203720,85250900
2022-10-18,145.490005,146.699997,140.610001,143.750000,142.532364,99136600
2022-10-19,141.690002,144.949997,141.500000,143.860001,142.641418,61758300
2022-10-20,143.020004,145.889999,142.649994,143.389999,142.175415,64522000
2022-10-21,142.869995,147.850006,142.649994,147.270004,146.022537,86548600
2022-10-24,147.190002,150.229996,146.000000,149.449997,148.184052,75981900
2022-10-25,150.089996,152.490005,149.360001,152.339996,151.049591,74732300
2022-10-26,150.960007,151.990005,148.039993,149.350006,148.084915,88194300
2022-10-27,148.070007,149.050003,144.130005,144.800003,143.573456,109180200
2022-10-28,148.199997,157.500000,147.820007,155.740005,154.420792,164762400
2022-10-31,153.160004,154.240005,151.919998,153.339996,152.041122,97943200
2022-11-01,155.080002,155.449997,149.130005,150.649994,149.373901,80379300
2022-11-02,148.949997,152.169998,145.000000,145.029999,143.801498,93604600
